1	6
1	30
1	601
1	694
1	761
2	574
2	815
2	819
2	834
2	845
2	969
3	401
3	464
3	555
3	569
3	822
3	886
4	260
4	345
4	387
4	836
4	841
4	995
5	57
5	132
5	366
5	424
5	964
5	992
6	19
6	30
6	222
6	761
6	828
7	117
7	155
7	579
7	695
7	849
7	973
8	580
8	679
8	711
8	714
8	729
8	985
9	213
9	297
9	476
9	851
9	975
10	47
10	393
10	477
10	742
10	829
10	990
11	14
11	257
11	414
11	597
11	974
11	977
12	72
12	137
12	589
12	701
12	892
12	893
13	108
13	351
13	516
13	764
13	787
13	973
14	98
14	331
14	439
14	650
14	979
15	217
15	376
15	524
15	548
15	882
15	955
16	88
16	199
16	471
16	744
16	788
16	977
17	123
17	136
17	159
17	460
17	922
17	926
18	386
18	409
18	474
18	568
18	753
18	821
19	30
19	180
19	222
19	325
19	761
20	21
20	274
20	322
20	428
20	531
20	921
21	385
21	585
21	660
21	855
21	996
22	147
22	174
22	521
22	590
22	809
22	914
23	199
23	228
23	326
23	401
23	822
23	908
24	378
24	524
24	548
24	676
24	955
24	1000
25	119
25	202
25	434
25	509
25	990
26	181
26	284
26	330
26	332
26	514
26	857
27	247
27	354
27	512
27	643
27	930
27	976
28	352
28	581
28	801
28	897
28	919
28	967
29	239
29	515
29	652
29	725
29	771
29	841
30	179
30	222
30	761
31	399
31	518
31	587
31	932
31	947
31	977
32	354
32	662
32	861
32	956
32	957
32	987
33	578
33	586
33	748
33	875
33	922
33	963
34	205
34	477
34	501
34	525
34	691
34	937
35	393
35	456
35	622
35	691
35	794
35	829
36	271
36	361
36	380
36	778
36	798
36	855
37	108
37	325
37	386
37	805
37	821
37	883
38	726
38	817
38	822
38	858
38	890
38	930
39	75
39	608
39	814
39	936
39	969
39	1000
40	259
40	335
40	612
40	661
40	681
40	874
41	482
41	781
41	887
41	931
42	300
42	372
42	396
42	446
42	631
42	980
43	215
43	250
43	395
43	752
43	802
43	860
44	682
44	722
44	737
44	766
44	883
44	935
45	182
45	195
45	324
45	336
45	885
45	896
46	179
46	251
46	352
46	483
46	542
46	558
47	190
47	288
47	490
47	506
47	719
48	452
48	568
48	763
48	823
48	982
48	999
49	94
49	377
49	392
49	781
49	991
49	992
50	404
50	717
50	752
50	848
50	972
50	997
51	361
51	679
51	711
51	729
51	827
51	985
52	72
52	558
52	834
52	955
52	982
52	999
53	721
53	734
53	741
53	846
53	911
53	925
54	142
54	356
54	839
54	863
54	922
54	950
55	600
55	606
55	750
55	909
55	993
55	998
56	175
56	208
56	447
56	926
56	989
56	998
57	128
57	237
57	283
57	638
57	990
58	657
58	858
58	890
58	976
58	981
58	988
59	102
59	245
59	258
59	849
59	872
60	214
60	223
60	225
60	829
61	267
61	429
61	489
61	527
61	753
61	937
62	131
62	302
62	661
62	705
62	812
62	983
63	496
63	607
63	646
63	730
63	803
64	216
64	755
64	868
64	940
64	945
64	948
65	466
65	472
65	776
65	851
65	866
65	881
66	178
66	570
66	823
66	856
66	907
66	946
67	190
67	347
67	490
67	719
67	936
67	972
68	298
68	708
68	760
68	961
68	980
68	997
69	120
69	301
69	341
69	526
69	595
69	652
70	78
70	455
70	787
70	849
70	991
70	992
71	246
71	390
71	450
71	618
71	951
71	954
72	137
72	269
72	892
72	893
73	234
73	658
73	788
73	881
73	946
73	978
74	107
74	363
74	370
74	673
74	744
74	900
75	204
75	261
75	571
76	103
76	269
76	696
76	799
76	803
76	854
77	481
77	660
77	867
77	869
77	872
77	988
78	168
78	455
78	551
78	800
78	849
79	315
79	459
79	530
79	651
79	708
79	760
80	209
80	322
80	384
80	721
80	846
80	911
81	389
