1	327
1	357
1	1370
1	8263
1	9398
1	10313
1	10945
1	11027
1	11872
1	12448
1	12848
1	12968
2	236
2	604
2	1093
2	4171
2	4674
2	6891
2	7219
2	7680
2	7999
2	9542
2	11693
2	11769
3	131
3	2833
3	4396
3	6685
3	7710
3	9067
3	9224
3	11004
3	11344
3	12215
3	12387
3	12781
4	561
4	1241
4	2694
4	4190
4	5142
4	5287
4	5795
4	7184
4	7760
4	8363
4	8590
4	9506
5	1037
5	6001
5	6165
5	6581
5	7462
5	8265
5	8427
5	11801
5	12061
5	12072
5	12287
5	12772
6	2333
6	4621
6	6865
6	7075
6	7433
6	9905
6	10077
6	10219
6	10558
6	11318
6	12499
6	12903
7	1613
7	1701
7	1786
7	5452
7	5516
7	7598
7	8275
7	8424
7	8722
7	9562
7	12116
7	12420
8	2092
8	2321
8	2929
8	4418
8	4430
8	5551
8	5782
8	6065
8	6388
8	8016
8	11597
8	12203
9	204
9	4922
9	6225
9	6691
9	7591
9	8229
9	9563
9	9701
9	10187
9	10534
9	10712
9	10812
10	17
10	4495
10	4733
10	5433
10	6449
10	6580
10	6884
10	7708
10	10210
10	11655
10	11815
10	12876
11	1556
11	3000
11	3047
11	4568
11	5307
11	8609
11	9031
11	9641
11	11252
11	11858
11	11997
11	12704
12	1702
12	7079
12	7581
12	8683
12	9440
12	9829
12	9933
12	10110
12	10303
12	10939
12	12786
12	12967
13	732
13	2652
13	3223
13	3820
13	7359
13	9540
13	9972
13	11114
13	11118
13	12415
13	12909
13	12978
14	1726
14	1756
14	2248
14	3202
14	5555
14	5783
14	8498
14	9040
14	9084
14	9279
14	10288
14	10809
15	80
15	1025
15	2935
15	4352
15	6970
15	7447
15	7503
15	8618
15	10528
15	10624
15	11147
15	11204
16	1434
16	3135
16	4117
16	4873
16	5903
16	6919
16	7731
16	10234
16	11685
16	11886
16	12536
16	12805
17	10
17	1964
17	3176
17	4890
17	6700
17	8148
17	9412
17	10024
17	10839
17	11143
17	11888
17	12195
18	235
18	2529
18	3434
18	4339
18	4976
18	5533
18	8540
18	9479
18	9707
18	11537
18	12178
18	12692
19	831
19	1642
19	1753
19	3629
19	3931
19	4692
19	4790
19	7308
19	9368
19	9477
19	10144
19	11302
20	1835
20	3299
20	3568
20	3840
20	5425
20	5755
20	6558
20	8828
20	9476
20	9977
20	12004
20	12039
21	2066
21	4083
21	5672
21	5754
21	6120
21	7240
21	8182
21	8738
21	9446
21	10307
21	11125
21	11562
22	959
22	3662
22	3772
22	4149
22	5174
22	5502
22	6139
22	8696
22	11817
22	12164
22	12612
22	12695
23	33
23	1348
23	1949
23	3873
23	6014
23	6741
23	8174
23	10180
23	10264
23	10628
23	11910
23	12103
24	337
24	3797
24	4179
24	5293
24	5311
24	5317
24	5889
24	7638
24	11214
24	11696
24	12042
24	12427
25	210
25	3208
25	5103
25	5443
25	6833
25	7007
25	8135
25	9605
25	10878
25	11395
25	11535
25	11555
26	2813
26	4388
26	6299
26	7285
26	9283
26	9736
26	10618
26	11288
26	12283
26	12363
26	12713
26	12759
27	2259
27	2870
27	4697
27	6352
27	7471
27	8782
27	8885
27	9365
27	9912
27	10077
27	10637
27	11195
28	505
28	3086
28	5242
28	5368
28	5598
28	6493
28	6509
28	7322
28	10275
28	10386
28	10938
28	12865
29	3307
29	4345
29	5797
29	7540
29	7781
29	7950
29	8716
29	11234
29	11250
29	12350
29	12598
29	12937
30	1946
30	3537
30	3975
30	4330
30	8251
30	8369
30	10597
30	11845
30	12609
30	12699
30	12757
30	12959
31	884
31	1285
31	1429
31	3041
31	3754
31	5194
31	5602
31	5653
31	8913
31	9220
31	10141
31	11328
32	527
32	2578
32	2724
32	3666
32	4062
32	5980
32	7044
32	8680
32	8837
